,keywords
246,"rebel,southern usa,loss of son,martial arts,general,loss of family,passion,insurgence,french,daughter,south carolina,british,based on true story,gore,mission"
247,"sequel,fabergé egg,dutch eastindian company,second,part,golden egg,goon"
248,"bomb,assassin,secret identity,secret,assault rifle,gun,married couple,hitman,decoy,marriage crisis,marriage,job,dysfunctional marriage,gunfight,bullet wound"
249,"based on novel,revolution,dystopia,sequel,dystopic future,young adult,3d,divergent"
250,"ladykiller,pilot,biography,womanizer,aviation,phobia,u.s. congress,flying boat,test flight"
251,"journalist,forbidden love,princess,royal court,3d"
252,"bomb,martial arts,assassin,vandalism,nightclub,training,knife,party,playboy,superhero,revenge,trap,violence,kato,car chase,meth lab"
253,"based on graphic novel,ancient greece,duringcreditsstinger,sea battle,hand to hand combat,minions,naval warfare,3d"
254,"moon,magic,based on comic book,animation,good vs evil,smurf,blue,vortex,mischief,cat and mouse,duringcreditsstinger"
255,"farm,cow,animal"
256,"based on novel,revolution,dystopia,sequel,dystopic future,young adult,based on young adult novel"
257,"father son relationship,fight,sport,robot,prizefighting,father son reunion,robot fighting"
258,"based on cartoon,animation,smurf"
259,"boat,cruise,computer,disaster,diamond,collision course"
260,"based on novel,intolerance,chosen one,child prodigy,futuristic,space,science fiction,alien invasion,military school,morality tale,based on young adult novel"
261,"usa,washington d.c.,helicopter,hostage,fbi,kidnapping,hacker,satellite,transport of prisoners,traffic jam,fistfight,ex-cop,sequel,suspense,shootout,explosion,violence,cell phone,car chase,police car,walkie talkie,based on article,cyber terrorism,action hero,power plant"
262,"elves,dwarves,orcs,middle-earth (tolkien),hobbit,based on novel,mountains,fireworks,castle,volcano,password,death of a friend,uncle,mirror,wizard,sword and sorcery"
263,"paris,london england,new york,jules verne,san francisco,istanbul,hot air balloon,journey round the world"
264,"usa,transporter,boxer,biography,muhammad"
265,"cat,brother sister relationship,boredom,chaos,step father,based on children's book"
266,"suicide,artificial intelligence,man vs machine,chicago,based on novel,hero,future,law,dystopia,police,murder,robot,3d,humanoid robot"
267,"crusade,epic,knight,swordsman,order of the templars,religious,knight templars,saladin,king richard"
268,"brother brother relationship,based on novel,cat,mouse,adoption,orphanage,step brother,kids and family,new york city twin towers,gangster"
269,"based on novel,voodoo,kiss,princess,animation,cajun,firefly,based on fairy tale,duringcreditsstinger,big dreams,frog prince,charlatan"
270,"based on novel,mars,nasa,isolation,botanist,stranded,spaceship,space,engineering,survival,astronaut,science,deep space explorer,duringcreditsstinger,battle for survival"
271,"clone,transplantation,love of one's life,dystopia,genetics,freedom,escape,cloning,plague"
272,"architect,cellist,friends,anniversary"
273,"brother brother relationship,detective,car race,car thief,blackmail,brother,remake,heist,betrayal,organized crime,shootout,police chase,explosion,violence,lock pick,car chase,stakeout,illegal drugs,car movie,stolen cars,ford mustang,blacklight"
274,"rome,gladiator,arena,senate,roman empire,emperor,slavery,battlefield,blood,ancient world,father daughter relationship,combat,mother son relationship,dream sequence,chariot,philosopher,barbarian horde,2nd century,successor"
275,"self-fulfilling prophecy,washington d.c.,evidence,future,hologram,dystopia,murder,neo-noir,future noir"
276,"flying car,witch,magic,cutting the cord,child hero,broom,sorcerer's apprentice,school of witchcraft,giant snake,black magic,aftercreditsstinger"
277,"italy,poker,casino,terrorist,banker,money,free running,torture,british secret service,montenegro"
278,"gorilla,space marine,space suit,revolution,chimp,slavery,space travel,time travel,dystopia,alien planet,ape,human subjugation"
279,"cyborg,shotgun,post-apocalyptic,dystopia,moral ambiguity,mental institution,violence,fictional war,morphing,nuclear weapons,shape shifter,savior,catch phrase"
280,"cinema,hiding place,machinegun,prison guard,escape from prison,dillinger"
281,"underdog,black people,drug traffic,drug smuggle,society,ambition,rise and fall,cop,drug dealing,police corruption,gangster,crime,police detective,family,law enforcement,aftercreditsstinger,dishonesty,criminal heroes"
282,"spy,terrorist,florida,gun,kidnapping,horseback riding,florida keys,secret agent,terrorist plot,top secret,woman with glasses,hit with a telephone,truth serum,mushroom cloud,jackhammer,key west"
283,"hostage,new york city,new york subway,subway train,stock market,motorcycle crash,subway tunnel,aftercreditsstinger"
284,"nurse,cat,father-in-law,vomit,kids and family,viagra,duringcreditsstinger"
285,"narration,ceo,fire truck,shot in the shoulder,zip line,buddy comedy,carjacking,aftercreditsstinger,duringcreditsstinger"
286,"suicide,ambush,showdown,hostage,traitor,new identity,hitman,witness,witness protection,arms dealer,deception,betrayal,treason,conspiracy,u.s. marshal,gunfight,train,explosion,violence,sabotage,corporate crime,rogue agent,assassination attempt,x-ray vision,railgun"
287,"bounty hunter,hero,plantation,society,friendship,friends,revenge,rivalry,rescue,shootout,racism,danger,dentist,django,dual role,aftercreditsstinger,odd couple,black slave,deadly,chases and races,19th century"
288,"paris,based on novel,judge,obsession,dance,sword,mockery,ugliness,cathedral,musical,fool,bell,religion,orphan,army captain,festival,angry mob,witch hunt,15th century"
289,"central and south america,birthday,emperor,palace,kingdom,berater,llama"
290,"airplane,number in title,airplane crash,violence,beard,ensemble cast,loss of friend,wisecrack humor,airport lounge,asian woman"
291,"riddle,treasure,treasure hunt,archaeologist,archeology "
292,"based on novel,mythical creature,dragon,fantasy world,teenage hero,based on young adult novel"
293,"children's book,igloo,wolf costume,swallowed whole,hit with a rock,lying,falling down a hill,snowball fight,children's perspectives"
294,"fantasy,miniature people"
295,"paris,hotel,false identity,undercover agent,romance"
296,"christianity,sex,new year's eve,pastor,nudity,mephisto,nightmare,bible,satanist,faith,ex-cop,anti-christ,millenium,atheist,suspense,priest,hospital,train,new york city,explosion,church,violence,devil,woman in jeopardy,satanic,flashback,stigmata"
297,"rebel,journalist,journalism,loss of family,slavery,mercenary,diamond mine,sierra leone,bootlegger,fisherman,special unit,smuggling,genocide in rwanda,oppression"
298,"corruption,sex,sexuality,bank,humor,biography,wall street,marriage crisis,rise and fall,stockbroker,drug,stock broker"
299,"riddle,dc comics,rose,gotham city,partner,superhero,robin,broken neck,psychologist,violence,criminal,district attorney,millionaire,falling down stairs,tied up,tommy gun,beretta,knocked out,super powers,disfigurement,father figure"
300,"moon,asteroid,space marine,intelligence,buenos aires,space battle,dystopia,army,satire,spaceship,soldier,drill instructor,military"
301,"clone,future,dystopia,ensemble cast,duringcreditsstinger,century,woman director,1930s"
302,owl
303,"white russian,sex,dc comics,beauty,sexism,basketball,superheroine,female protagonist,evil corporation,catwoman,masked superhero,cat lady"
304,"mercenary,battle,ancient greece,hercules,warrior,sagen"
305,"cyborg,based on novel,space marine,mutiny,loss of father,map,pirate gang,treasure hunt,little boy,space,alien,animation,money,treasure map,planet,troubled teen,space pirate"
306,"alien life-form,dinosaur,primate,duringcreditsstinger"
307,"cia,arms dealer,sequel,rescue mission,hospital,battle,sledgehammer,revolver"
308,"undercover,undercover agent,extreme sports,fbi agent,3d"
309,"baby,mask,viking"
310,"suicide,ocean,sea,hunger,shipwreck,ship,whale,based on true story,stranded,survival,whaling,death,new england,lost at sea,based on true events,whaling ship,starvation,19th century,cannibalism,reference to moby dick,whale oil,nantucket"
311,"moon,casino,bar,nightclub,future,mafia boss,laser gun"
312,"weapon of mass destruction,baghdad,iraqi "
313,"based on comic strip,family,3d,charlie brown,snoopy"
314,"dialogue,confidence,invention,independent film"
315,"son,ancient egypt,bracelet"
316,"fire,irish-american,immigrant,gang war,pickpocket,ship,gang of thieves,butcher,pig,army,rescue,gang"
317,"forced prostitution,child rape"
318,"sea,world cup,surfer,wave,surfboard,giant wave,world champion,idol,mockumentary"
319,"android,housewife,transformation"
320,"prisoners of war,wound,somalia,warlord,famine,delta force,rescue operation"
321,"politics,politician,election campaign, north carolinam,congressman,political candidate,moustache,political corruption,campaign manager,campaign finance"
322,"clone,taxi,cyborg,egypt,future,stowaway,space travel,race against time,arms dealer,love,alien,priest,end of the world,good vs evil,shootout,police chase,cab driver,new york city,space opera,military,opera singer,resort hotel,ancient astronaut,archeologist,ancient evil,cruise liner"
323,
324,"gold,horse,sword fight"
325,"blue footed booby,prehistoric times,melting ice,badger,elephant seal,floating ice,land bridge,era,glaciale,deriva"
326,"cinderella,magic,prince,fairy tale,kingdom,royalty,orphan,lost shoe,evil stepmother,retelling"
327,"rape,1970s,evidence,tree,afterlife,loss of daughter,serial killer,corpse,pedophile,teenage love,grieving,childhood sexual abuse,based on young adult novel"
328,"father son relationship,harbor,underwater,fish tank,great barrier reef,missing child,aftercreditsstinger,duringcreditsstinger,short term memory loss,clownfish,father son reunion,protective father"
329,"elves,orcs,middle-earth (tolkien),based on novel,suspicion,bravery,war,honor,troll,brutality,violence,ghost,end of trilogy,quest,sword and sorcery"
330,"elves,orcs,middle-earth (tolkien),hobbit,based on novel,explosive,cave,fort,army,mission,attack,guide,wizard,ring,sword and sorcery"
331,"magic,chosen one,dark fantasy,witch hunter,evil witch,based on young adult novel,sword and sorcery"
332,"treasure,buddhist monk,planetary configuration,angkor wat,illuminati,william blake,treasure hunt,archaeologist,based on video game,archeology "
333,"artificial intelligence,technology,nanotechnology,computer virus,super computer,resurrection,love,mind control,terrorism,scientist,extremist,moral dilemma,computer scientist,mind transfer,quantum computer,mind uploading"
334,"exotic island,dna,paleontology,tyrannosaurus rex,velociraptor,spinosaurus,airplane,rescue,mission,dinosaur,jurassic park"
335,"intelligence,zoo,cage,dystopia,golden gate bridge,ape,monkey,medical research,alzheimer's disease"
336,"brother sister relationship,family relationships,single mother,alternate reality,mother child relationship,hidden truth,goblin,magical creature,fairies"
337,"bomb,cia,russia,escape,courthouse,rogue,moscow"
338,"texas,officer,uprising,alamo,mexican"
339,"secret identity,secret,hero,island,wretch,supernatural powers,weapon,lawsuit,superhero"
340,"exotic island,treasure,map,ship,scalp,pirate"
341,"monster,greek mythology,god,poseidon  ,lightning bolt,based on young adult novel"
342,"secret identity,sun glasses,undercover,space marine,illegal immigration,deportation,new identity,giant cockroach,cannon,flying saucer,stay permit,alien,fictional government agency"
343,"museum,prosecution,identity crisis,airplane,flea market,collector,teamwork,friendship,rescue team,garage sale,duringcreditsstinger,toy comes to life,personification,inanimate objects coming to life"
344,runaway train
345,duringcreditsstinger
346,"secret,haunted house,ouija board,haunting,missing girl,ghost"
347,"weather,food,science"
348,"ice age,bridge,insanity,jungle,dinosaur,birth,duringcreditsstinger,3d"
349,"himalaya,photographer,magazine,iceland,daydream,photograph,shark,fired from the job,skateboard,dreamer,online dating,daydreaming"
350,"martial arts,female friendship,millionaire,agent"
351,"undercover,boston,police,friends,mafia,undercover cop,mobster,mole,state police,police training,realtor"
352,"homeland,musical,training,daughter,cricket,princess,dragon,luck"
353,"film making,satire,jungle,movie star,southeast asia,land mine,shackles,war filmmaking,duringcreditsstinger,blackface,method acting"
354,"rape,journalist,based on novel,journalism,hacker,nazis,punk,investigation,remake,antisocial personality disorder,serial killer,disappearance,hacking,computer hacker,bible quote,scandinavian,abuse"
355,"bomb,taxi,riddle,robbery,detective,helicopter,gold,subway,ship,fistfight,police,sequel,deception,shootout,new york city,explosion,violence,car chase,fbi agent,simon says,flashback,dump truck,aqueduct,action hero,federal reserve bank"
356,"detective,scotland yard,coffin,black magic,arrest,partner,sherlock holmes,murder,steampunk,pentagram,clue"
