,0,title
94,ChrisPratt ZoeSaldana DaveBautista VinDieselAction ScienceFiction Adventuremarvelcomic spaceship space outerspace orphan adventurer aftercreditsstinger duringcreditsstinger marvelcinematicuniverseMarvelStudios MovingPictureCompany(MPC) BulletproofCupid RevolutionSunStudiosUnitedKingdom UnitedStatesofAmerica,Guardians of the Galaxy
95,MatthewMcConaughey JessicaChastain AnneHathaway MichaelCaineAdventure Drama ScienceFictionsavingtheworld artificialintelligence fathersonrelationship singleparent nasa expedition wormhole spacetravel famine blackhole dystopia raceagainsttime quantummechanics spaceship space rescue familyrelationships farmhouse robot astronaut scientist fatherdaughterrelationship singlefather farmer spacestation imax astrophysics zerogravity courage timeparadox relativityParamountPictures LegendaryPictures WarnerBros. Syncopy LyndaObstProductionsCanada UnitedStatesofAmerica UnitedKingdom,Interstellar
96,LeonardoDiCaprio JosephGordon-Levitt EllenPage TomHardyAction Thriller ScienceFiction Mystery Adventurelossoflover dream kidnapping sleep subconsciousness heist redemption femaleheroLegendaryPictures WarnerBros. SyncopyUnitedKingdom UnitedStatesofAmerica,Inception
97,HirokiHasegawa YutakaTakenouchi SatomiIshihara KengoKoraAction Adventure Drama Horror ScienceFictionmonster godzilla giantmonster destruction kaiju toykoCineBazar TohoPicturesJapan,シン・ゴジラ
98,IanMcKellen MartinFreeman RichardArmitage AndySerkisAdventure Fantasy Actionriddle elves dwarves orcs middle-earth(tolkien) hobbit mountains wizard journey ring goblin courage giant tunnel undergroundlake buriedtreasure climbingatree invisibility ancient gnomesWingNutFilms NewLineCinema WarnerBros.Pictures Metro-Goldwyn-Mayer(MGM)NewZealand UnitedStatesofAmerica,The Hobbit: An Unexpected Journey
99,PaulWalker VinDiesel MichelleRodriguez JordanaBrewsterAction Crime Thrillerstreetgang carrace undercover auto-tuning losangeles car automobileracing aftercreditsstinger duringcreditsstingerUniversalPictures OriginalFilm ArdustryEntertainment MediastreamFilmGmbH&Co.ProductionsKGGermany UnitedStatesofAmerica,The Fast and the Furious
100,CateBlanchett BradPitt TildaSwinton JuliaOrmondFantasy Drama Thriller Mystery Romancediary navy funeral tea travel hospitalParamountPictures WarnerBros. Kennedy/MarshallCompany TheUnitedStatesofAmerica,The Curious Case of Benjamin Button
101,JamesMcAvoy MichaelFassbender JenniferLawrence KevinBaconAction ScienceFiction Adventurecia mutant mine marvelcomic superhero basedoncomicbook superhuman historicalfiction nuclearwar cubanmissilecrisis worldwariii 1960sIngeniousFilmPartners IngeniousMedia TwentiethCenturyFoxFilmCorporation Donners'Company DuneEntertainment DuneEntertainmentIII MarvelEntertainment BadHatHarryProductions BigScreenProductionsUnitedStatesofAmerica,X-Men: First Class
102,JenniferLawrence JoshHutcherson LiamHemsworth WoodyHarrelsonAction Adventure ScienceFictionrevolution strongwoman dystopia gameofdeath 3d basedonyoungadultnovelStudioBabelsberg Lionsgate ColorForceGermany UnitedStatesofAmerica,The Hunger Games: Mockingjay - Part 2
103,NicolasCage JayBaruchel MonicaBellucci AlfredMolinaFantasy Adventure Action Comedy Dramawitch fire wolf fountain magic book castle water apprentice training merlin love mission sorcerer dragon aftercreditsstinger apprendista morganaWaltDisneyPictures JerryBruckheimerFilms SaturnFilms BrokenRoadProductions JunctionEntertainmentUnitedStatesofAmerica,The Sorcerer's Apprentice
104,KurtRussell RichardDreyfuss JoshLucas JacindaBarrettAdventure Action Drama Thrillernewyear'seve fire drowning cataclysm lossoffather atlanticocean ball self-abandonment shipwreck giantwave blackout ship daughter single escape capsizedshipVirtualStudios NextEntertainment WarnerBros. IrwinAllenProductions RadiantProductions SynthesisEntertainmentUnitedStatesofAmerica,Poseidon
105,JohnnyDepp MiaWasikowska AnneHathaway HelenaBonhamCarterFantasybasedonnovel clock queen sequel aliceinwonderland darkfantasy madhatter 3dWaltDisneyPictures TeamTodd TimBurtonProductions RothFilms Legend3DUnitedKingdom UnitedStatesofAmerica,Alice Through the Looking Glass
106,MikeMyers EddieMurphy CameronDiaz JulieAndrewsFantasy Adventure Animation Comedy Familyambush sadness stage liberationofprisoners island traitor shipwreck prince ship donkey kingdom theatreplay transformation conciliation tricks heirtothethrone assault boardingschool coupd'etat teacher bestfriend dragon cowardliness pregnancy capture duringcreditsstingerDreamWorksSKG DreamWorksAnimationUnitedStatesofAmerica,Shrek the Third
107,PaulaPatton TravisFimmel BenFoster RobertKazinskyAction Adventure Fantasyvideogame elves orcs magic chase basedoncomicbook sorcerer fictionalwar basedonvideogame wizard fictionallanguage muscles orc swordandsorceryUniversalPictures AtlasEntertainment LegendaryPictures BlizzardEntertainmentCanada China Japan UnitedStatesofAmerica,Warcraft
108,ArnoldSchwarzenegger JasonClarke EmiliaClarke JaiCourtneyScienceFiction Action Thriller Adventuresavingtheworld artificialintelligence cyborg killerrobot future timetravel dystopia sequel fiction duringcreditsstinger 3dParamountPictures AnnapurnaPictures SkydanceMediaUnitedStatesofAmerica,Terminator Genisys
109,SkandarKeynes GeorgieHenley SimonPegg GarySweetAdventure Family Fantasybasedonnovel magic goodvsevil king narnia fantasyworld knifeheldtothroat snowing questDuneEntertainment Fox2000Pictures WaldenMediaUnitedStatesofAmerica,The Chronicles of Narnia: The Voyage of the Dawn Treader
110,BenAffleck JoshHartnett KateBeckinsale CubaGoodingJr.History Romance Warnurse patriotism hawaii worldwarii pilot pearlharbor u.s.airforce airplane war army love pin-upJerryBruckheimerFilms TouchstonePicturesUnitedStatesofAmerica,Pearl Harbor
111,ShiaLaBeouf JoshDuhamel MeganFox RachaelTaylorAdventure ScienceFiction Actiondestroy transformation alien basedontoy transformers robot duringcreditsstinger teenageheroParamountPictures DreamWorksSKG AmblinEntertainment DiBonaventuraPictures PlatinumDunes thinkfilm SprocketHeads HasbroStudios RevolutionSunStudiosUnitedStatesofAmerica,Transformers
112,ColinFarrell AngelinaJolie ValKilmer JaredLetoWar History Action Adventure Drama Romancearistotle egypt greece persia elephant campaign alexanderthegreat homosexuality gayrelationship ancientworldFrance3Cinéma IntermediaFilms PathéRennProductions EgmondFilm&Television WarnerBros. PacificaFilm IMFInternationaleMedienundFilmGmbH&Co.3.ProduktionsKG WRUniversalGroupFrance Germany Italy Netherlands UnitedKingdom UnitedStatesofAmerica,Alexander
113,DanielRadcliffe RupertGrint EmmaWatson MichaelGambonAdventure Fantasy Family Mysteryprophecy witch lossoflover magic cuttingthecord childhero dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft blackmagic deathofafriend sorcery occultismWarnerBros. HeydayFilmsUnitedKingdom UnitedStatesofAmerica,Harry Potter and the Order of the Phoenix
114,DanielRadcliffe RupertGrint EmmaWatson RalphFiennesAdventure Fantasy Familymagic dyinganddeath broom sorcerer'sapprentice schoolofwitchcraft chosenone blackmagic boardingschool vision tournament teenager wizard teenagehero basedonyoungadultnovelPatalexIVProductionsLimited WarnerBros. HeydayFilmsUnitedKingdom UnitedStatesofAmerica,Harry Potter and the Goblet of Fire
115,WillSmith CharlizeTheron JasonBateman JaeHeadFantasy Actionflying alcohol loveofone'slife forbiddenlove lovers affection advertisingexpert alcoholism invulnerability superhero pokies duringcreditsstingerColumbiaPictures WeedRoadPictures ForwardPass RelativityMedia OverbrookEntertainment BlueLight GHThreeUnitedStatesofAmerica,Hancock
116,WillSmith AliceBraga CharlieTahan SalliRichardson-WhitfieldDrama Horror Action Thriller ScienceFictionsavingtheworld lostcivilisation post-apocalyptic dystopia matteroflifeanddeath alone helplessness virus pandemicVillageRoadshowPictures OriginalFilm WeedRoadPictures WarnerBros. HeydayFilms OverbrookEntertainmentUnitedStatesofAmerica,I Am Legend
117,JohnnyDepp FreddieHighmore DavidKelly AnnaSophiaRobbAdventure Comedy Family Fantasylondonengland fathersonrelationship chocolate factoryworker basedonnovel parentskidsrelationship candy overweightchild grandfathergrandsonrelationship teacherVillageRoadshowPictures TheZanuckCompany WarnerBros. TimBurtonProductions PlanBEntertainment TheobaldFilmProductionsAustralia UnitedKingdom UnitedStatesofAmerica,Charlie and the Chocolate Factory
118,PattonOswalt IanHolm LouRomano BrianDennehyAnimation Comedy Family Fantasyparis brotherbrotherrelationship expensiverestaurant river cook mouse confidence roof window leavingone'sfamily work restaurantcritic kitchen spice court cookbook family chef ratWaltDisneyPictures PixarAnimationStudiosUnitedStatesofAmerica,Ratatouille
119,ChristianBale MichaelCaine LiamNeeson KatieHolmesAction Crime Dramahimalaya martialarts dccomics crimefighter secretidentity undercover hero lossoffather society gothamcity vigilante superhero basedoncomicbook rivalry tragichero ninja goodvsevil crime superpowers hauntedbythepast evildoctor escapade mastervillain fightingcrime unfulfillment loveandromance unfulfilledloveDCComics LegendaryPictures WarnerBros. DCEntertainment Syncopy PatalexIIIProductionsLimitedUnitedKingdom UnitedStatesofAmerica,Batman Begins
120,BenStiller JadaPinkettSmith DavidSchwimmer ChrisRockFamily Animationafrica jealousy dance hunger lion zoo hippopotamus chimp penguin volcano madagascar airplane zebra sequel shark imax duringcreditsstingerDreamWorksAnimationUnitedStatesofAmerica,Madagascar: Escape 2 Africa
121,BenStiller AmyAdams OwenWilson HankAzariaAdventure Fantasy Action Comedy Familymuseum theodoreroosevelt duringcreditsstinger ameliaearhart smithsonianTwentiethCenturyFoxFilmCorporation 1492Pictures DuneEntertainment 21LapsEntertainment MuseumCanadaProductions MovingPictureCompany(MPC)UnitedStatesofAmerica Canada,Night at the Museum: Battle of the Smithsonian
122,HughJackman LievSchreiber DannyHuston LynnCollinsAdventure Action Thriller ScienceFictioncorruption mutant boxer army marvelcomic superhero aftercreditsstinger duringcreditsstingerIngeniousFilmPartners TwentiethCenturyFoxFilmCorporation Donners'Company DuneEntertainment SeedProductions BadHatHarryProductions BigScreenProductions MarvelEnterprisesUnitedStatesofAmerica,X-Men Origins: Wolverine
123,KeanuReeves LaurenceFishburne Carrie-AnneMoss HugoWeavingAdventure Action Thriller ScienceFictionsavingtheworld artificialintelligence manvsmachine flying philosophy fortuneteller kungfu undergroundworld killerrobot temple subway dream sun hero fight sunlight computervirus key future precognition supercomputer machinetown yingyang dyinganddeath virtualreality dystopia computer faith worldreligion truth rescue mission cyberpunk womandirector yinyang gnosticismVillageRoadshowPictures NPVEntertainment SilverPictures WarnerBros.UnitedStatesofAmerica Australia,The Matrix Revolutions
124,KristenBell IdinaMenzel JonathanGroff JoshGadAnimation Adventure Familyqueen musical princess betrayal snowman animation reindeer curse snow troll mountainclimber aftercreditsstinger womandirector 3dWaltDisneyPictures WaltDisneyAnimationStudiosUnitedStatesofAmerica,Frozen
125,KeanuReeves Carrie-AnneMoss LaurenceFishburne HugoWeavingAdventure Action Thriller ScienceFictionsavingtheworld artificialintelligence manvsmachine martialarts kungfu undergroundworld dream hero fight computervirus key future plato precognition rave dyinganddeath virtualreality dystopia computer faith worldreligion truth mission cyberpunk womandirector gnosticismVillageRoadshowPictures NPVEntertainment HeinekenBrandedEntertainment SilverPictures WarnerBros.Australia UnitedStatesofAmerica,The Matrix Reloaded
126,ChrisHemsworth NataliePortman TomHiddleston AnthonyHopkinsAction Adventure Fantasymarvelcomic superhero basedoncomicbook hostiletakeover norsemythology aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d asgardMarvelStudiosUnitedStatesofAmerica,Thor: The Dark World
127,TomHardy CharlizeTheron NicholasHoult HughKeays-ByrneAction Adventure ScienceFiction Thrillerfuture chase post-apocalyptic dystopia australia rescue survival ontherun convoy peakoil darkfutureVillageRoadshowPictures KennedyMillerProductions WarnerBros.Australia UnitedStatesofAmerica,Mad Max: Fury Road
128,TomHanks EwanMcGregor AyeletZurer StellanSkarsgårdThriller Mysteryrome vatican basedonnovel symbolism christian illuminati quantummechanics prequel antimatter conspiracy investigator catholicism cernColumbiaPictures ImagineEntertainment PanoramaFilms SkylarkProductionsItaly UnitedStatesofAmerica,Angels & Demons
129,ChrisHemsworth NataliePortman TomHiddleston AnthonyHopkinsAdventure Fantasy Actionnewmexico banishment shield marvelcomic hammer superhero basedoncomicbook redemption norsemythology aftercreditsstinger marvelcinematicuniverse 3d asgard odin heimdallMarvelStudiosUnitedStatesofAmerica,Thor
130,JohnTravolta MileyCyrus SusieEssman MarkWaltonAnimation Family Adventure Comedyhamster kidsandfamily animal catvsdog duringcreditsstinger dogcatfriendship animallead girldogrelationshipWaltDisneyAnimationStudiosUnitedStatesofAmerica,Bolt
131,SamRockwell PenélopeCruz TracyMorgan JonFavreauFantasy Action Adventure Family Comedydyr duringcreditsstingerWaltDisneyPictures JerryBruckheimerFilms WhamaphramProductionsUnitedStatesofAmerica,G-Force
132,SamWorthington LiamNeeson RalphFiennes EdgarRamírezAdventureunderworld hades mythology greekmythology zeus perseus gods ancientgreece basedongreekmyth ares 3dLegendaryPictures ThunderRoadPictures WarnerBros. CottProductions FuriadeTitanesII A.I.E.Spain UnitedStatesofAmerica,Wrath of the Titans
133,JohnnyDepp MichellePfeiffer HelenaBonhamCarter JackieEarleHaleyComedy Fantasywitch imprisonment vampire curse fishoutofwater chains gothic madness oldhouse lostlove angrymob 18thcentury ghost hiddenroom oldmansionVillageRoadshowPictures InfinitumNihil GKFilms WarnerBros. TimBurtonProductions DanCurtisProductions ZanuckCompany TheAustralia UnitedStatesofAmerica,Dark Shadows
134,TomCruise RebeccaFerguson SimonPegg JeremyRennerAction Adventure Thrillerlondonengland spy austria villain sequel mission conspiracy viennaopera viennaParamountPictures SkydanceProductions ChinaMovieChannel BadRobot TCProductions AlibabaPicturesGroup OdinChina UnitedStatesofAmerica,Mission: Impossible - Rogue Nation
135,BeniciodelToro AnthonyHopkins EmilyBlunt HugoWeavingDrama Horror Thrillerfathersonrelationship victorianengland remake ruralsetting werewolfUniversalPictures StuberProductions RelativityMediaUnitedStatesofAmerica,The Wolfman
136,JerrySeinfeld RenéeZellweger JimCummings MatthewBroderickFamily Animation Adventure Comedyfactoryworker tennis flower florist flowershop pilot college airplane beehive court aftercreditsstingerPacificDataImages(PDI) DreamWorksAnimation Columbus81ProductionsUnitedStatesofAmerica,Bee Movie
137,JackBlack AngelinaJolie DustinHoffman GaryOldmanAnimation Familymartialarts hope fleet panda mission womandirectorDreamWorksAnimationUnitedStatesofAmerica,Kung Fu Panda 2
138,NoahRinger NicolaPeltz JacksonRathbone DevPatelAction Adventure Family Fantasyfire ice warship prince kingdom water village arrest remake attack avatar air spirit world domination cheeringParamountPictures NickelodeonMovies Kennedy/MarshallCompany The IndustrialLight&Magic(ILM) BlindingEdgePicturesUnitedStatesofAmerica,The Last Airbender
139,TomCruise PhilipSeymourHoffman VingRhames BillyCrudupAdventure Action Thrillerberlin cia vatican whitehouse secretidentity secret explosive mobilephone map traitor mask honeymoon shanghai pretendedmurder secretmission letter funeral coveredinvestigation toshootdead secretagent video stamp harddrive e-mail decipherment suitcase computer revenge murder mission hospital duel disguise celebration goodandbad researchlaboratory blastParamountPictures Cruise/WagnerProductions StudioBabelsberg MI3Film ChinaFilmCo-ProductionCorporation ChinaFilmGroupCorporation(CFGC) TheFourthProductionCompanyFilmGroupChina Germany UnitedStatesofAmerica,Mission: Impossible III
140,ChanningTatum JamieFoxx JoeyKing MaggieGyllenhaalAction Drama Thrillerusapresident conspiracy secretservice thewhitehouseColumbiaPictures CentropolisEntertainment IronHorseEntertainment(II) MythologyEntertainment(II)UnitedStatesofAmerica,White House Down
