,0,titles,urls
56,ChrisPine ZacharyQuinto KarlUrban SimonPeggAction Adventure ScienceFictionsequel stranded hatred spaceoperaParamountPictures BadRobot PerfectStormEntertainment AlibabaPicturesGroup SkydanceMedia SneakyShark HuahuaMediaUnitedStatesofAmerica,star trek beyond,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.edITzsAkmhyHgW2wkDr0UgHaLH%26pid%3D15.1&f=1
57,BenBurtt ElissaKnight JeffGarlin FredWillardAnimation FamilyromanticcomedyWaltDisneyPictures PixarAnimationStudios FortyFourStudiosUnitedStatesofAmerica,wall·e,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.fOoRXJzOiMYn2knGb1uUMwHaLD%26pid%3D15.1&f=1
58,ChrisTucker JackieChan HiroyukiSanada MaxvonSydowAction Comedy Crime ThrillerambassadorNewLineCinemaUnitedStatesofAmerica,rush hour 3,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.1dIvg1uKXJ0TsOtbE687lgHaKj%26pid%3D15.1&f=1
59,JohnCusack AmandaPeet ChiwetelEjiofor ThandieNewtonAction Adventure ScienceFictioncivilization naturaldisaster endoftheworld disaster apocalypse destruction volcaniceruption mayan ark solar destructionofmankindColumbiaPictures CentropolisEntertainment TheMarkGordonCompany FarewellProductionsCanada UnitedStatesofAmerica,2012,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.V9R2DS9JcYonMot-t80sHQHaEK%26pid%3D15.1&f=1
60,GaryOldman JimCarrey SteveValentine DarylSabaraAnimation Dramaholiday basedonnovel victorianengland money christmaseve scrooge christmascarol ghost lesson charlesdickens christmasWaltDisney ImageMoversUnitedStatesofAmerica,a christmas carol,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.JRq_HSpsabwz9kMfIrQVPwHaLH%26pid%3D15.1&f=1
61,MilaKunis ChanningTatum SeanBean EddieRedmayneScienceFiction Fantasy Action Adventurejupiter space womandirector 3d interspeciesromanceVillageRoadshowPictures DuneEntertainment AnarchosProductions WarnerBros.UnitedStatesofAmerica,jupiter ascending,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP._nusQOBhRE55V35iPPQllAAAAA%26pid%3D15.1&f=1
62,AlexanderSkarsgård MargotRobbie ChristophWaltz SamuelL.JacksonAction Adventureafrica feralchild tarzan jungle animalattackVillageRoadshowPictures DarkHorseEntertainment JerryWeintraubProductions RatPac-DuneEntertainment BeaglePugFilms RicheProductions VillageRoadshowFilmsNorthAmericaCanada UnitedKingdom UnitedStatesofAmerica,the legend of tarzan,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.G_vtc96i1aF_VMbVCSLaQAHaEK%26pid%3D15.1&f=1
63,WilliamMoseley AnnaPopplewell SkandarKeynes GeorgieHenleyAdventure Family Fantasysavingtheworld witch basedonnovel brothersisterrelationship selfsacrifice winter cupboard beaver lion fairy-talefigure battle narnia fantasyworld duringcreditsstingerWaltDisney WaldenMediaUnitedKingdom UnitedStatesofAmerica,"the chronicles of narnia: the lion, the witch and the wardrobe",proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.3YsvTi-cBSw9Qoygzky_ZQHaLH%26pid%3D15.1&f=1
64,JamesMcAvoy MichaelFassbender JenniferLawrence NicholasHoultScienceFictionmutant supernaturalpowers marvelcomic superhero basedoncomicbook superhuman apocalypse superheroteam worlddomination aftercreditsstinger 1980sTwentiethCenturyFoxFilmCorporation Donners'Company MarvelEntertainment BadHatHarryProductions TSGEntertainment KinbergGenreUnitedStatesofAmerica,x-men: apocalypse,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.ePGc-_UAmhvpMsQTFaEYRgHaLH%26pid%3D15.1&f=1
65,ChristianBale HeathLedger AaronEckhart MichaelCaineDrama Action Crime Thrillerdccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomicbook tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batmanDCComics LegendaryPictures WarnerBros. DCEntertainment SyncopyUnitedKingdom UnitedStatesofAmerica,the dark knight,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Iq9PIngAb-RRTl3YtpEmAAHaLH%26pid%3D15.1&f=1
66,EdAsner ChristopherPlummer JordanNagai BobPetersonAnimation Comedy Family Adventureagedifference centralandsouthamerica balloon animation floatingintheair duringcreditsstinger exploringPixarAnimationStudiosUnitedStatesofAmerica,up,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.7xR6d1B-3JLAaGzsB_TYOAAAAA%26pid%3D15.1&f=1
67,SethRogen ReeseWitherspoon HughLaurie PaulRuddAnimation Family Adventure ScienceFictionalien giantrobot duringcreditsstingerDreamWorksAnimationUnitedStatesofAmerica,monsters vs aliens,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.cYoQjZ-PRVudIqDFKMcdXAHaLH%26pid%3D15.1&f=1
68,RobertDowneyJr. TerrenceHoward JeffBridges ShaunToubAction ScienceFiction Adventuremiddleeast armsdealer malibu marvelcomic superhero basedoncomicbook tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulsonMarvelStudiosUnitedStatesofAmerica,iron man,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.NLMLS6ViRhoPwlcxZK2VKQHaK5%26pid%3D15.1&f=1
69,BenKingsley SachaBaronCohen AsaButterfield ChloëGraceMoretzAdventure Drama Familylibrary clock filmdirector key toy boy love orphan robot automaton hiding filmmaking legbrace doberman 3dParamountPictures InfinitumNihil GKFilmsFrance UnitedStatesofAmerica UnitedKingdom,hugo,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.C8JxJon5_eOaxPBl-eKhRgHaEK%26pid%3D15.1&f=1
70,WillSmith KevinKline KennethBranagh SalmaHayekAction Adventure Comedy ScienceFiction Westernsteampunk basedontvseries steamlocomotive dragTodman Simon LeMastersProductions WarnerBros. PetersEntertainment SonnenfeldJosephsonWorldwideEntertainmentUnitedStatesofAmerica,wild wild west,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.oFrCZ1sa40B5HA8ZTKVF1QHaKD%26pid%3D15.1&f=1
71,BrendanFraser JetLi JohnHannah MariaBelloAdventure Action FantasynanUniversalPictures ChinaFilmCo-ProductionCorporation RelativityMedia AlphavilleFilms SommersCompany TheGermany UnitedStatesofAmerica,the mummy: tomb of the dragon emperor,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.bVREHw93wkwoQiwA4Pma3AHaLH%26pid%3D15.1&f=1
72,WillSmith MargotRobbie JoelKinnaman ViolaDavisAction Adventure Crime Fantasy ScienceFictiondccomics shareduniverse antihero secretmission villain superhero supervillain dcextendeduniverseDCComics DuneEntertainment AtlasEntertainment WarnerBros. DCEntertainmentUnitedStatesofAmerica,suicide squad,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.s2lZTYOQxWnrFxyePjAozwHaK-%26pid%3D15.1&f=1
73,SteveCarell LaurenGraham JohnGoodman JimmyBennettFantasy Comedy Familyfathersonrelationship dailylife marriedcouple support father marriage faith baustelle rescue animal nature duringcreditsstinger noah'sarkColumbiaPictures UniversalPictures SpyglassEntertainment ShadyAcresEntertainment OriginalFilm Playtone RelativityMediaUnitedStatesofAmerica,evan almighty,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.LKYv1oEAUTm7w4n6JL2fhAAAAA%26pid%3D15.1&f=1
74,TomCruise EmilyBlunt BrendanGleeson BillPaxtonAction ScienceFictiondejavu timewarp restart dystopia war alien militaryofficer soldier alieninvasion exoskeletonVillageRoadshowPictures WarnerBros. VizMedia ProvinceofBritishColumbiaProductionServicesTaxCredit 3ArtsEntertainment RatPac-DuneEntertainmentAustralia UnitedStatesofAmerica,edge of tomorrow,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.0eIQrrJ9PcfOy_2E96HPTAHaK9%26pid%3D15.1&f=1
75,KevinCostner ChaimGirafi RickAviles R.D.CallAdventure Actionocean tattoo mutant water dystopia doomsdayUniversalPictures GordonCompany DavisEntertainment Licht/MuellerFilmCorporationUnitedStatesofAmerica,waterworld,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.WN7g4qjLstolwxq8ofQGRgHaLH%26pid%3D15.1&f=1
76,DennisQuaid ChanningTatum MarlonWayans SiennaMillerAdventure Action Thriller ScienceFictionterrorist secret hostage technology warhead government president revenge murder attack explosion scientist lasers evil cobraParamountPictures SpyglassEntertainment DiBonaventuraPictures Hasbro KontseptFilmCompanyCzechRepublic UnitedStatesofAmerica,g.i. joe: the rise of cobra,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.vE0CZY1dx9YgcSXvrBrmEgHaK-%26pid%3D15.1&f=1
77,AmyPoehler PhyllisSmith RichardKind BillHaderDrama Comedy Animation Familydream cartoon imaginaryfriend animation family moving kids unicorn duringcreditsstinger 3d emotionsWaltDisneyPictures PixarAnimationStudiosUnitedStatesofAmerica,inside out,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.iVQyqSUAvH1tszZiEw4DZgHaE3%26pid%3D15.1&f=1
78,NeelSethi BillMurray BenKingsley IdrisElbaFamily Adventure Drama Fantasybasedonnovel snake wolf elephant tiger feralchild panther remake bear jungle talkinganimal orphan animal talkingtoanimalsWaltDisneyPictures WaltDisneyStudiosMotionPictures FairviewEntertainment MovingPictureCompany(MPC)UnitedKingdom UnitedStatesofAmerica,the jungle book,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QqRQYxt-wkREEeuolSYrkQAAAA%26pid%3D15.1&f=1
79,RobertDowneyJr. GwynethPaltrow DonCheadle ScarlettJohanssonAdventure Action ScienceFictionmalibu marvelcomic superhero basedoncomicbook revenge aftercreditsstinger marvelcinematicuniverseMarvelStudiosUnitedStatesofAmerica,iron man 2,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.kvEeP8yOodBtCINZLtTCLgHaLH%26pid%3D15.1&f=1
80,KristenStewart CharlizeTheron ChrisHemsworth SamClaflinAdventure Fantasy Dramaqueen magic fairytale immortality forest deception woman eternalyouth snowwhite evilqueen evilstepmother imprisoned sorceressUniversalPictures RothFilmsUnitedStatesofAmerica,snow white and the huntsman,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.EXyRdCw7qhBD-vr32ABtKAHaLH%26pid%3D15.1&f=1
81,AngelinaJolie ElleFanning SharltoCopley SamRileyFantasy Adventure Action Family Romancefairytale villain sleepingbeauty darkfantasy basedonfairytale adaptation retelling literaryadaptation 3dWaltDisneyPictures WaltDisneyStudiosMotionPictures RothFilmsUnitedStatesofAmerica,maleficent,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.k_92gn1C9RmHEGOMAmPETAHaK-%26pid%3D15.1&f=1
82,AndySerkis JasonClarke GaryOldman KeriRussellScienceFiction Action Drama Thrillerleader colony post-apocalyptic dystopia forest sequel woods ape scientist monkey medicalresearch animalattack plague 3dIngeniousMedia CherninEntertainment TSGEntertainmentUnitedStatesofAmerica,dawn of the planet of the apes,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Sblq7iYzfgmqwRUNi0E3GgHaD3%26pid%3D15.1&f=1
83,JoshHartnett SimoneKessell TamsinEgerton AliceEnglertAction Adventure ScienceFiction RomancenanCorsan BlissMedia LimelightInternationalMediaEntertainment NeelmudraEntertainment AristosFilms SingularityProductions WildkiteAustralia Belgium India,the lovers,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.DV-iPhmfLGlZedoTs8_uswHaOG%26pid%3D15.1&f=1
84,KeanuReeves HiroyukiSanada KouShibasaki TadanobuAsanoDrama Action Adventure Fantasyjapan suicide samurai basedontruestory samuraisword ronin shogun halfbreed 3dMidAtlanticFilms StuberProductions Universal MovingPictureCompany(MPC) H2FEntertainmentUnitedStatesofAmerica,47 ronin,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.jMg4ilWWQPj2Z7nqtmUYPwHaKj%26pid%3D15.1&f=1
85,ChrisEvans SamuelL.Jackson ScarlettJohansson RobertRedfordAction Adventure ScienceFictionwashingtond.c. future shield marvelcomic superhero basedoncomicbook captainamerica aftercreditsstinger duringcreditsstinger marvelcinematicuniverse 3d politicalthrillerMarvelStudiosUnitedStatesofAmerica,captain america: the winter soldier,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.W8Ji_kay-_T7V0g0NA4F5wHaLW%26pid%3D15.1&f=1
86,MikeMyers EddieMurphy CameronDiaz AntonioBanderasComedy Adventure Fantasy Animation Familyogre 3dDreamWorksAnimationUnitedStatesofAmerica,shrek forever after,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.-qEDBkSGzkA1aDHjZcOSyQHaLH%26pid%3D15.1&f=1
87,BrittRobertson GeorgeClooney RaffeyCassidy ThomasRobinsonAdventure Family Mystery ScienceFictioninventor apocalypse destiny imax dreamer futuristiccar futuristiccityWaltDisneyPictures Babieka A113UnitedStatesofAmerica,tomorrowland,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.D77IFdRHdxFtl407rfiGvgHaEo%26pid%3D15.1&f=1
88,ScottAdsit RyanPotter DanielHenney T.J.MillerAdventure Family Animation Action Comedybrotherbrotherrelationship hero talent revenge bestfriend anotherdimension robot boygenius hate aftercreditsstinger moraldilemma 3d teensuperheroes deadbrotherWaltDisneyPictures WaltDisneyAnimationStudiosUnitedStatesofAmerica,big hero 6,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Gqz9mKGr8wkCPhsIYkqZJAAAAA%26pid%3D15.1&f=1
89,JohnC.Reilly SarahSilverman JackMcBrayer JaneLynchFamily Animation Comedy Adventuresupportgroup productplacement bullying racing arcade medal selfesteem curiosity precociouschild aftercreditsstinger duringcreditsstinger firstpersonshooter glitch carefree videogamer q*bert interruptedwedding socialrejectWaltDisneyAnimationStudiosUnitedStatesofAmerica,wreck-it ralph,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.VujhJ1_MHWOqUKmB2DY3QQHaKz%26pid%3D15.1&f=1
90,TomHanks MichaelJeter NonaGaye PeterScolariAdventure Animation Family Fantasysantaclaus nerd faith gift bell beard northpole chute trestle ticket christmasGoldenMean Playtone ImageMoversUnitedStatesofAmerica,the polar express,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.ehK-t2a6ppF8kgpefoHrfgHaOG%26pid%3D15.1&f=1
91,LiamHemsworth JeffGoldblum BillPullman MaikaMonroeAction Adventure ScienceFictionalternatehistory alieninvasionTwentiethCenturyFoxFilmCorporation CentropolisEntertainment TSGEntertainment StereoDUnitedStatesofAmerica,independence day: resurgence,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.krzqSlQAuqgMs4WEHVGLtAAAAA%26pid%3D15.1&f=1
92,JayBaruchel GerardButler CraigFerguson AmericaFerreraFantasy Adventure Animation Familyflying blacksmith arena island night ship training village forest viking friendship ignorance flight nest dragon battle combat well warriorDreamWorksAnimation VertigoEntertainment MadHatterEntertainmentUnitedStatesofAmerica,how to train your dragon,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.2puxbucqpU8sG655U7hybgHaLH%26pid%3D15.1&f=1
93,ArnoldSchwarzenegger NickStahl ClaireDanes KristannaLokenAction Thriller ScienceFictionsavingtheworld artificialintelligence manvsmachine cyborg killerrobot sunglasses leatherjacket nanotechnology rocketlauncher firemen veterinarian fireengine dystopia psychiatristColumbiaPictures IntermediaFilms WarnerBros. C-2Pictures IMFInternationaleMedienundFilmGmbH&Co.3.ProduktionsKG Mostow/LiebermanProductionsGermany UnitedKingdom UnitedStatesofAmerica,terminator 3: rise of the machines,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.dH9dO8bR6VITTOTzX46KYQHaK8%26pid%3D15.1&f=1
94,ChrisPratt ZoeSaldana DaveBautista VinDieselAction ScienceFiction Adventuremarvelcomic spaceship space outerspace orphan adventurer aftercreditsstinger duringcreditsstinger marvelcinematicuniverseMarvelStudios MovingPictureCompany(MPC) BulletproofCupid RevolutionSunStudiosUnitedKingdom UnitedStatesofAmerica,guardians of the galaxy,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.UoORck1kkAtnOKdQzpGZgAHaLH%26pid%3D15.1&f=1
95,MatthewMcConaughey JessicaChastain AnneHathaway MichaelCaineAdventure Drama ScienceFictionsavingtheworld artificialintelligence fathersonrelationship singleparent nasa expedition wormhole spacetravel famine blackhole dystopia raceagainsttime quantummechanics spaceship space rescue familyrelationships farmhouse robot astronaut scientist fatherdaughterrelationship singlefather farmer spacestation imax astrophysics zerogravity courage timeparadox relativityParamountPictures LegendaryPictures WarnerBros. Syncopy LyndaObstProductionsCanada UnitedStatesofAmerica UnitedKingdom,interstellar,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.vhso5JOHc37rzLDqAzx-xgHaLH%26pid%3D15.1&f=1
96,LeonardoDiCaprio JosephGordon-Levitt EllenPage TomHardyAction Thriller ScienceFiction Mystery Adventurelossoflover dream kidnapping sleep subconsciousness heist redemption femaleheroLegendaryPictures WarnerBros. SyncopyUnitedKingdom UnitedStatesofAmerica,inception,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.6WES5nhdyXVDPrxHG0vCvgHaKz%26pid%3D15.1&f=1
97,IanMcKellen MartinFreeman RichardArmitage AndySerkisAdventure Fantasy Actionriddle elves dwarves orcs middle-earth(tolkien) hobbit mountains wizard journey ring goblin courage giant tunnel undergroundlake buriedtreasure climbingatree invisibility ancient gnomesWingNutFilms NewLineCinema WarnerBros.Pictures Metro-Goldwyn-Mayer(MGM)NewZealand UnitedStatesofAmerica,the hobbit: an unexpected journey,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.X9Fb4HnXQsCFXsBzVAYJbQHaK9%26pid%3D15.1&f=1
98,PaulWalker VinDiesel MichelleRodriguez JordanaBrewsterAction Crime Thrillerstreetgang carrace undercover auto-tuning losangeles car automobileracing aftercreditsstinger duringcreditsstingerUniversalPictures OriginalFilm ArdustryEntertainment MediastreamFilmGmbH&Co.ProductionsKGGermany UnitedStatesofAmerica,the fast and the furious,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.qQbPqRP9BUjjjknFcNHb6wHaLH%26pid%3D15.1&f=1
99,CateBlanchett BradPitt TildaSwinton JuliaOrmondFantasy Drama Thriller Mystery Romancediary navy funeral tea travel hospitalParamountPictures WarnerBros. Kennedy/MarshallCompany TheUnitedStatesofAmerica,the curious case of benjamin button,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.uD8M9_n0YFSzPCLTTH1I2gHaKb%26pid%3D15.1&f=1
100,JamesMcAvoy MichaelFassbender JenniferLawrence KevinBaconAction ScienceFiction Adventurecia mutant mine marvelcomic superhero basedoncomicbook superhuman historicalfiction nuclearwar cubanmissilecrisis worldwariii 1960sIngeniousFilmPartners IngeniousMedia TwentiethCenturyFoxFilmCorporation Donners'Company DuneEntertainment DuneEntertainmentIII MarvelEntertainment BadHatHarryProductions BigScreenProductionsUnitedStatesofAmerica,x-men: first class,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.tbUqA1hVqgFbR99s2dX6yAHaK-%26pid%3D15.1&f=1
101,JenniferLawrence JoshHutcherson LiamHemsworth WoodyHarrelsonAction Adventure ScienceFictionrevolution strongwoman dystopia gameofdeath 3d basedonyoungadultnovelStudioBabelsberg Lionsgate ColorForceGermany UnitedStatesofAmerica,the hunger games: mockingjay - part 2,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.YaNX06ksTjs3FGj-J30W_QHaLH%26pid%3D15.1&f=1
102,NicolasCage JayBaruchel MonicaBellucci AlfredMolinaFantasy Adventure Action Comedy Dramawitch fire wolf fountain magic book castle water apprentice training merlin love mission sorcerer dragon aftercreditsstinger apprendista morganaWaltDisneyPictures JerryBruckheimerFilms SaturnFilms BrokenRoadProductions JunctionEntertainmentUnitedStatesofAmerica,the sorcerer's apprentice,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QoaVNkE2W-WOt0uDS0LngAHaLH%26pid%3D15.1&f=1
103,KurtRussell RichardDreyfuss JoshLucas JacindaBarrettAdventure Action Drama Thrillernewyear'seve fire drowning cataclysm lossoffather atlanticocean ball self-abandonment shipwreck giantwave blackout ship daughter single escape capsizedshipVirtualStudios NextEntertainment WarnerBros. IrwinAllenProductions RadiantProductions SynthesisEntertainmentUnitedStatesofAmerica,poseidon,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.c61y-7aKPOoEFwjFsuInXQHaKj%26pid%3D15.1&f=1
104,JohnnyDepp MiaWasikowska AnneHathaway HelenaBonhamCarterFantasybasedonnovel clock queen sequel aliceinwonderland darkfantasy madhatter 3dWaltDisneyPictures TeamTodd TimBurtonProductions RothFilms Legend3DUnitedKingdom UnitedStatesofAmerica,alice through the looking glass,proxy.duckduckgo.com/iu/?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.YJpPKMTGvu4zbLEJiopB3gHaK-%26pid%3D15.1&f=1
